# gunzip -c /z/mkperez/PremanifestHD-classification/Data/Spont-Speech/set4/exp/mono_ali_clinician/decode/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py /z/mkperez/PremanifestHD-classification/Data/Spont-Speech/set4/exp/mono_ali_clinician/graph 
# Started at Mon Jan 28 18:51:59 EST 2019
#
analyze_phone_length_stats.py: WARNING: optional-silence sil is seen only 40.0% of the time at utterance begin.  This may not be optimal.
analyze_phone_length_stats.py: WARNING: optional-silence sil is seen only 40.0% of the time at utterance end.  This may not be optimal.
At utterance begin, nonsilence accounts for 60.0% of phone occurrences, with duration (median, mean, 95-percentile) is (8,15.2,25) frames.
At utterance begin, sil accounts for 40.0% of phone occurrences, with duration (median, mean, 95-percentile) is (26,27.7,36) frames.
At utterance begin, dh_B accounts for 13.3% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.5,5) frames.
At utterance begin, t_B accounts for 13.3% of phone occurrences, with duration (median, mean, 95-percentile) is (3,4.0,3) frames.
At utterance begin, aa_B accounts for 6.7% of phone occurrences, with duration (median, mean, 95-percentile) is (41,41.0,41) frames.
At utterance begin, ae_B accounts for 6.7% of phone occurrences, with duration (median, mean, 95-percentile) is (25,25.0,25) frames.
At utterance begin, ah_B accounts for 6.7% of phone occurrences, with duration (median, mean, 95-percentile) is (16,16.0,16) frames.
At utterance begin, w_B accounts for 6.7% of phone occurrences, with duration (median, mean, 95-percentile) is (16,16.0,16) frames.
At utterance begin, y_B accounts for 6.7% of phone occurrences, with duration (median, mean, 95-percentile) is (18,18.0,18) frames.
At utterance end, nonsilence accounts for 60.0% of phone occurrences, with duration (median, mean, 95-percentile) is (10,12.1,18) frames.
At utterance end, sil accounts for 40.0% of phone occurrences, with duration (median, mean, 95-percentile) is (11,15.3,24) frames.
At utterance end, r_E accounts for 13.3% of phone occurrences, with duration (median, mean, 95-percentile) is (3,9.0,3) frames.
At utterance end, ah_E accounts for 6.7% of phone occurrences, with duration (median, mean, 95-percentile) is (18,18.0,18) frames.
At utterance end, d_E accounts for 6.7% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.0,5) frames.
At utterance end, ey_E accounts for 6.7% of phone occurrences, with duration (median, mean, 95-percentile) is (17,17.0,17) frames.
At utterance end, ey_S accounts for 6.7% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.0,9) frames.
At utterance end, iy_E accounts for 6.7% of phone occurrences, with duration (median, mean, 95-percentile) is (18,18.0,18) frames.
At utterance end, s_E accounts for 6.7% of phone occurrences, with duration (median, mean, 95-percentile) is (14,14.0,14) frames.
At utterance end, uw_E accounts for 6.7% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.0,10) frames.
Overall, nonsilence accounts for 85.5% of phone occurrences, with duration (median, mean, 95-percentile) is (10,12.4,32) frames.
Overall, sil accounts for 14.5% of phone occurrences, with duration (median, mean, 95-percentile) is (17,22.0,43) frames.
Overall, n_I accounts for 7.1% of phone occurrences, with duration (median, mean, 95-percentile) is (5,9.7,26) frames.
Overall, ah_I accounts for 6.2% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.6,15) frames.
Overall, eh_I accounts for 3.3% of phone occurrences, with duration (median, mean, 95-percentile) is (4,17.0,43) frames.
Overall, k_I accounts for 3.3% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.9,12) frames.
Overall, s_E accounts for 3.3% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.9,13) frames.
Overall, y_B accounts for 3.3% of phone occurrences, with duration (median, mean, 95-percentile) is (18,25.1,40) frames.
Overall, dh_B accounts for 2.9% of phone occurrences, with duration (median, mean, 95-percentile) is (5,14.7,20) frames.
Overall, iy_E accounts for 2.9% of phone occurrences, with duration (median, mean, 95-percentile) is (18,18.6,23) frames.
Overall, ay_I accounts for 2.5% of phone occurrences, with duration (median, mean, 95-percentile) is (9,11.5,14) frames.
Overall, w_B accounts for 2.5% of phone occurrences, with duration (median, mean, 95-percentile) is (6,12.3,16) frames.
Overall, d_E accounts for 2.1% of phone occurrences, with duration (median, mean, 95-percentile) is (4,5.2,5) frames.
Overall, r_I accounts for 2.1% of phone occurrences, with duration (median, mean, 95-percentile) is (7,14.0,9) frames.
Overall, t_B accounts for 2.1% of phone occurrences, with duration (median, mean, 95-percentile) is (5,8.8,9) frames.
Overall, t_I accounts for 2.1% of phone occurrences, with duration (median, mean, 95-percentile) is (3,7.4,7) frames.
Overall, ah_E accounts for 1.7% of phone occurrences, with duration (median, mean, 95-percentile) is (15,14.0,18) frames.
Overall, f_B accounts for 1.7% of phone occurrences, with duration (median, mean, 95-percentile) is (12,14.0,14) frames.
Overall, ih_I accounts for 1.7% of phone occurrences, with duration (median, mean, 95-percentile) is (5,7.0,5) frames.
Overall, l_E accounts for 1.7% of phone occurrences, with duration (median, mean, 95-percentile) is (14,16.5,19) frames.
